Chapter_Number,Chapter_Name,Section_Number,Section_Name,Section_Note,Subsection_Number,Subsection_Name,Subsection_Note
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,907.5.2.2.3,Alternative uses,"The emergency voice/alarm communication system shall be allowed to be used for other announcements, provided that the manual fire alarm use takes precedence over any other use."
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,907.5.2.2.4,Emergency voice/alarm communication captions,"Where stadiums, arenas and grandstands have 15,000 fixed seats or more and provide audible public announcements, the emergency/voice alarm communication system shall provide prerecorded or real-time captions. Prerecorded or live emergency captions shall be from an approved location constantly attended by personnel trained to respond to an emergency."
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,907.5.2.2,Emergency voice/alarm communication systems,"Emergency voice/alarm communication systems required by this code shall be designed and installed in accordance with NFPA 72. The operation of any automatic fire detector, sprinkler waterflow device or manual fire alarm box shall automatically sound an alert tone followed by voice instructions giving approved information and directions for a general or staged evacuation in accordance with the building’s fire safety and evacuation plans required by Section 404 of the International Fire Code. In high-rise buildings, the system shall operate on at least the alarming floor, the floor above and the floor below. Speakers shall be provided throughout the building by paging zones. At a minimum, paging zones shall be provided as follows:
1. Elevator groups.
2. Interior exit stairways.
3. Each floor.
4. Areas of refuge as defined in Chapter 2.
Exception: In Group I-1 and I-2 occupancies, the alarm shall sound in a constantly attended area and a general
occupant notification shall be broadcast over the overhead page."
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,907.5.2.3.1,Public use areas and common use areas,"Visible alarm notification appliances shall be provided inpublic use areas and common use areas. Exception: Where employee work areas have audible alarm coverage, the notification appliance circuits serving the employee work areas shall be initially designed with not less than 20-percent spare capacity to account for the potential of adding visible notification appliances in the future to accommodate hearing-impaired employee(s)"
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,907.5.2.3.2,Groups I-1 and R-1,Habitable spaces in dwelling units and sleeping units in Group I-1 and R-1 occupancies in accordance with Table 907.5.2.3.2 shall be provided with visible alarm notification. Visible alarms shall be activated by the in-room smoke alarm and the building fire alarm system.
Chapter 9,Fire Protection and Life Safety Systems,907,Fire Alarm and Detection Systems,,Table 907.5.2.3.2,Visible Alarms,
,,,,,907.5.2.3.3.1,Wired equipment,"Where wired equipment is used to comply with the future capability required bySection 907.5.2.3.3, the system shall include one of the following capabilities:
1. The replacement of audible appliances with combination audible/visible appliances or additional visible notification appliances.
2. The future extension of the existing wiring from the unit smoke alarm locations to required locations for visible appliances.
3. For wired equipment, the fire alarm power supply and circuits shall have not less than 5-percent excess capacity to accommodate the future addition of visible alarm notification appliances, and a single access point to such circuits shall be available on every story. Such circuits shall not be required to be extended beyond a single access point on a story. The fire alarm system shop drawings required by Section 907.1.2 shall include the power supply and circuit documentation to accommodate the future addition of visible notification appliances."
,,,,,907.5.2.3.3,Group R-2,"In Group R-2 occupancies required by Section 907 to have a fire alarm system, eachstory that contains dwelling units and sleeping units shall be provided with the capability to support future visible alarm notification appliances in accordance with Chapter 11 of ICC A117.1. Such capability shall accommodate wired or wireless equipment."
,,,,,907.5.2.3,Visible Alarms,"Visible alarm notification appliances shall be provided in accordance withSections 907.5.2.3.1 through 907.5.2.3.3. Exceptions:
1. Visible alarm notification appliances are not required inalterations, except where an existing fire alarm system is upgraded or replaced, or a new fire alarm system is installed.
2. Visible alarm notification appliances shall not be required inexits as defined in Chapter 2.
3. Visible alarm notification appliances shall not be required in elevator cars.
4. Visual alarm notification appliances are not required in critical care areas of Group I-2, Condition 2 occupancies that are in compliance with Section 907.2.6, Exception 2.
5. A visible alarm notification appliance installed in a nurses’ control station or other continuously attended staff location in a Group I-2, Condition 2 suite shall be an acceptable alternative to the installation of visible alarm notification appliances throughout the suite or unit in Group I-2, Condition 2 occupancies that are in compliance with Section 907.2.6, Exception 2."
Chapter 10,Means of Egress,1003,General Means of Egress,,1003.7,"Elevators, escalators and moving walks","Elevators, escalators and moving walks shall not be used as a component of a requiredmeans of egress from any other part of the building. Exception: Elevators used as an accessible means of egress in accordance withSection 1009.4."
Chapter 10,Means of Egress,1009,Accessible Means of Egress,,1009.1,Accessible means of egress required,"Accessible means of egress shall comply with this section.Accessible spaces shall be provided with not less than one accessible means of egress. Where more than one means of egress is required by Section 1006.2 or 1006.3 from any accessible space, each accessible portion of the space shall be served by not less than two accessible means of egress. Exceptions:
1. One accessible means of egress is required from anaccessible mezzanine level in accordance with Section 1009.3, 1009.4 or 1009.5.
2. In assembly areas with rampedaisles or stepped aisles, one accessible means of egress is permitted where the common path of egress travel is accessible and meets the requirements in Section 1030.8."
Chapter 10,Means of Egress,1009,Accessible Means of Egress,,1009.2,Continuity and components,"Each required accessible means of egress shall be continuous to apublic way and shall consist of one or more of the following components:
1. Accessible routes complying with Section 1104.
2. Interior exit stairways complying with Sections 1009.3 and 1023.
3. Exit access stairways complying with Sections 1009.3 and 1019.3 or 1019.4.
4. Exterior exit stairways complying with Sections 1009.3 and 1027 and serving levels other than thelevel of exit discharge.
5. Elevators complying with Section 1009.4.
6. Platform lifts complying with Section 1009.5.
7. Horizontal exits complying with Section 1026.
8. Ramps complying with Section 1012.
9. Areas of refuge complying with Section 1009.6.
10. Exterior areas for assisted rescue complying withSection 1009.7 serving exits at the level of exit discharge."
Chapter 10,Means of Egress,1009,Accessible Means of Egress,,1009.2.1,Elevators required,"In buildings where a required accessible floor or occupied roof is four or more stories above or below alevel of exit discharge, not less than one requiredaccessible means of egress shall be an elevator complying withSection 1009.4. Exceptions:
1. In buildings equipped throughout with anautomatic sprinkler system installed in accordance with Section 903.3.1.1 or 903.3.1.2, the elevator shall not be required on floors provided with a horizontal exit and located at or above the levels of exit discharge.
2. In buildings equipped throughout with anautomatic sprinkler system installed in accordance with Section 903.3.1.1 or 903.3.1.2, the elevator shall not be required on floors provided with a ramp conforming to the provisions of Section 1012"
